測定日時,測定項目,測定値,単位,エリア,ポイント,HOLD中,メンテナンス時期,校正時期,消耗品交換時期,オーバーホール時期,ローバッテリ,センサまたは変換器異常,通信不良または断線,グループ名,サブグループ名,メールアドレス,シリアルNo.,状態,希釈倍率,非表示
2026/07/18 20:10,保管タンク,35083,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 20:10,保管タンク,30883,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 20:00,保管タンク１,8796,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 20:00,保管タンク２,2385,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 20:00,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 20:00,保管タンク,35042,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 20:00,保管タンク,30784,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:50,保管タンク１,8823,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:50,保管タンク２,2390,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:50,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:50,保管タンク,35042,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:50,保管タンク,30718,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:40,保管タンク１,8798,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:40,保管タンク２,2395,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:40,保管タンク,22226,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:40,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:40,保管タンク,30663,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:30,保管タンク１,8781,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:30,保管タンク２,2378,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:30,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:30,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:30,保管タンク,30619,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:20,保管タンク１,8789,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:20,保管タンク２,2368,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:20,保管タンク,22191,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:20,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:20,保管タンク,30586,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:10,保管タンク１,8798,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:10,保管タンク２,2386,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:10,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:10,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:10,保管タンク,30487,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 19:00,保管タンク１,8811,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:00,保管タンク２,2389,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 19:00,保管タンク,22206,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 19:00,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 19:00,保管タンク,30410,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:50,保管タンク１,8810,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:50,保管タンク２,2403,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:50,保管タンク,22191,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:50,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:50,保管タンク,30344,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:40,保管タンク１,8807,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:40,保管タンク２,2394,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:40,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:40,保管タンク,35197,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:40,保管タンク,30289,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:30,保管タンク１,8802,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:30,保管タンク２,2399,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:30,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:30,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:30,保管タンク,30223,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:20,保管タンク１,8850,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:20,保管タンク２,2413,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:20,保管タンク,22250,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:20,保管タンク,35248,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:20,保管タンク,30102,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:10,保管タンク１,8831,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:10,保管タンク２,2410,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:10,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:10,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:10,保管タンク,30102,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 18:00,保管タンク１,8873,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:00,保管タンク２,2401,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 18:00,保管タンク,22221,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 18:00,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 18:00,保管タンク,30025,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:50,保管タンク１,8879,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:50,保管タンク２,2395,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:50,保管タンク,22245,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:50,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:50,保管タンク,29981,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:40,保管タンク１,8853,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:40,保管タンク２,2389,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:40,保管タンク,22201,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:40,保管タンク,35114,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:40,保管タンク,29871,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:30,保管タンク１,8846,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:30,保管タンク２,2391,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:30,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:30,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:30,保管タンク,29882,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:20,保管タンク１,8835,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:20,保管タンク２,2377,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:20,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:20,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:20,保管タンク,29827,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:10,保管タンク１,8799,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:10,保管タンク２,2374,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:10,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:10,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:10,保管タンク,29750,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 17:00,保管タンク１,8816,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:00,保管タンク２,2368,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 17:00,保管タンク,22226,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 17:00,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 17:00,保管タンク,29684,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:50,保管タンク１,8864,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:50,保管タンク２,2378,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:50,保管タンク,22226,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:50,保管タンク,35217,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:50,保管タンク,29629,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:40,保管タンク１,8864,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:40,保管タンク２,2382,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:40,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:40,保管タンク,35155,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:40,保管タンク,29463,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:30,保管タンク１,8834,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:30,保管タンク２,2371,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:30,保管タンク,22240,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:30,保管タンク,35289,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:30,保管タンク,29375,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:20,保管タンク１,8850,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:20,保管タンク２,2367,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:20,保管タンク,22235,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:20,保管タンク,35372,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:20,保管タンク,29364,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:10,保管タンク１,8841,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:10,保管タンク２,2363,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:10,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:10,保管タンク,35444,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:10,保管タンク,29298,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 16:00,保管タンク１,8831,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:00,保管タンク２,2367,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 16:00,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 16:00,保管タンク,35413,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 16:00,保管タンク,29210,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:50,保管タンク１,8868,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:50,保管タンク２,2390,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:50,保管タンク,22211,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:50,保管タンク,35372,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:50,保管タンク,29067,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:40,保管タンク１,8880,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:40,保管タンク２,2389,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:40,保管タンク,22216,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:40,保管タンク,35485,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:40,保管タンク,28968,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:30,保管タンク１,8868,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:30,保管タンク２,2373,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:30,保管タンク,22221,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:30,保管タンク,35485,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:30,保管タンク,28946,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:20,保管タンク１,8844,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:20,保管タンク２,2369,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:20,保管タンク,22250,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:20,保管タンク,35599,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:20,保管タンク,28858,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:10,保管タンク１,8825,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:10,保管タンク２,2369,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:10,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:10,保管タンク,35599,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:10,保管タンク,28737,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 15:00,保管タンク１,8810,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:00,保管タンク２,2385,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 15:00,保管タンク,22226,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 15:00,保管タンク,35723,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 15:00,保管タンク,28693,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 14:50,保管タンク１,8789,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:50,保管タンク２,2369,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:50,保管タンク,22211,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 14:50,保管タンク,35815,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 14:50,保管タンク,28583,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 14:40,保管タンク１,8790,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:40,保管タンク２,2384,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:40,保管タンク,22230,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 14:40,保管タンク,35815,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 14:40,保管タンク,28473,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 14:30,保管タンク１,8834,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:30,保管タンク２,2380,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:30,保管タンク,22235,kg,北海道,コスモアグリ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2451053490003,,0,
2026/07/18 14:30,保管タンク,35929,㎏,北海道,ノベルズデイリーファーム,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2511053490009,,0,
2026/07/18 14:30,保管タンク,28418,L,北海道,ベンチャーグレイン,,,,,,,,,タンク遠隔監視システム,ベンチャーグレイン,alterna@mbr.nifty.com,2451053490004,,0,
2026/07/18 14:20,保管タンク１,8849,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
2026/07/18 14:20,保管タンク２,2395,L,長野,ポテトデリカ,,,,,,,,,タンク遠隔監視システム,,zko@nifty.com,2438053490012,,0,
